"State","Year","Population","Total_crime","Violent_crime","Murder","Forcible_rape","Robbery","Aggravated_assault","Property_crime","Burglary","Larceny_theft","Motor_vehicle_theft","Prison_population","GDP","Gun_number","Police_number"
"SOUTH CAROLINA",2018,5084127,3505.9,488.3,7.7,47.9,69.9,362.8,3017.6,579.7,2156,281.9,19033,207202.6,"280,749",15215
"SOUTH CAROLINA",2013,4774839,4132.7,508.5,6.2,77.3,83.2,373.6,3624.2,857.8,2502.9,263.5,22060,178940.4,"335,695",15050
"SOUTH CAROLINA",2014,4832482,3958,497.7,6.4,73.4,82.7,365.8,3460.3,759.9,2433.4,267,21401,183561.9,"289,764",12732
"SOUTH DAKOTA",2008,804194,1847,201.4,3.2,53.7,14.9,129.6,1645.6,302.2,1244,99.5,NA,39643.2,"62,489",2273
"SOUTH DAKOTA",2009,812383,1905,185.6,2.6,54.8,13.7,114.6,1719.4,305.2,1314.2,100.1,3434,39731.9,"63,748",2336
"SOUTH DAKOTA",2010,814180,2120.9,268.5,2.8,47.9,18.9,198.9,1852.4,390.7,1364.1,97.6,3434,40129.8,"63,151",2411
"SOUTH DAKOTA",2011,824082,2071.8,254.1,2.5,60.2,20.3,171.1,1817.7,351.8,1351.1,114.8,3535,42793.5,"69,654",2833
"SOUTH DAKOTA",2012,833354,2381.9,321.8,3,70.2,19,229.7,2060.1,391,1541.4,127.8,3650,43444.6,"88,447",2820
"SOUTH DAKOTA",2015,858469,2326.1,383.1,3.7,109.1,25.2,296.6,1943,344.8,1459.8,138.4,3564,45442.6,"100,268",2598
"SOUTH DAKOTA",2017,869666,2309.8,433.6,2.9,68.4,27.4,335,1876.2,311.3,1405.9,159,3970,45618.9,"98,573",2971
"SOUTH DAKOTA",2018,882235,2133.4,404.7,1.4,69.6,29.7,304,1728.7,291.4,1264.5,172.7,3948,46490.5,"90,693",3008
"SOUTH DAKOTA",2013,844877,2231.2,316.5,2.4,100.4,18.8,236.2,1914.7,399.1,1404.6,111,3651,43602.2,"92,055",2652
"SOUTH DAKOTA",2014,853175,2190.4,326.5,2.3,103.5,23.4,245.7,1863.9,330.3,1415.5,118,3608,44153,"83,659",2913
"TENNESSEE",2008,6214888,4765,722.4,6.6,33.2,173.8,508.9,4042.6,1046,2687.3,309.3,NA,272011.3,"282,819",25067
"TENNESSEE",2009,6296254,4421.8,667.7,7.3,31.7,153.2,475.5,3754.1,1010.9,2505.4,237.8,26965,263015.5,"408,991",25407
"TENNESSEE",2010,6346105,4271.2,613.3,5.6,33.7,131.8,442.2,3657.9,1012.2,2411.9,233.8,27451,266727.2,"411,024",25671
"TENNESSEE",2011,6403353,4204.1,608.2,5.8,31.6,126.2,444.5,3595.9,979.9,2396.8,219.2,28479,274803.6,"451,107",25784
"TENNESSEE",2012,6456243,4015,643.6,6,31.5,126.5,479.6,3371.4,870.2,2300.1,201,28411,283721.8,"524,122",26268
"TENNESSEE",2015,6600299,3548.3,612.1,6.2,70.3,113.2,452.2,2936.2,655.2,2086,195,28172,301587.2,"654,192",26722
"TENNESSEE",2016,6651194,3487,632.9,7.3,70.7,117.5,467.3,2854.1,606.1,2020.7,227.3,28203,308031.6,"714,774",22238
"TENNESSEE",2017,6715984,3592.1,651.5,7.8,43.7,117.1,482.9,2940.6,576.5,2088.3,275.8,28980,313837.2,"767,953",26765
"TENNESSEE",2018,6770010,3449.1,623.7,7.4,41.7,106.2,468.5,2825.4,489.4,2034.1,301.9,26321,323674.9,"694,101",27737
"TENNESSEE",2013,6495978,3771.5,590.6,5,61.5,112.5,436.9,3180.9,785.1,2213.7,182.1,28521,286801.4,"600,869",26564
"TENNESSEE",2014,6549352,3669,608.4,5.7,67,110.9,453.2,3060.6,712.2,2156,192.4,28769,291687.6,"533,394",26709
"TEXAS",2008,24326974,4493.5,507.9,5.6,32.9,155.2,314.1,3985.6,946,2688.8,350.8,NA,1275773.6,"944,568",87479
"TEXAS",2009,24782302,4506.4,490.9,5.4,33.4,153.5,298.7,4015.5,969.4,2737.2,308.9,171249,1271435.8,"1,014,015",89867
"TEXAS",2010,25145561,4233.3,450.3,5,30.3,130.6,284.4,3783,909.1,2603.3,270.5,173649,1301726.7,"968,071",89897
"TEXAS",2011,25674681,3880.8,408.5,4.4,29,110.6,264.5,3472.3,838.3,2387.3,246.7,172224,1343790.9,"1,155,387",89839
"TEXAS",2012,26059203,3770.4,408.6,4.4,29.6,116.6,258,3361.8,785.9,2326.4,249.4,166372,1411378.7,"1,436,132",72877
"TEXAS",2015,27469114,3243.5,412.2,4.8,77.1,116.3,246.6,2831.3,557.2,2028.5,245.7,163909,1596361.9,"1,574,266",71811
"TEXAS",2016,27862596,3194.2,434.4,5.3,83.4,119.6,261.6,2759.8,533.8,1978.1,247.8,163703,1600260.2,"1,721,726",88896
"TEXAS",2017,28304596,3001.5,438.9,5,51.1,114,268.8,2562.6,473.7,1848.5,240.4,162523,1646264.3,"1,549,434",70987
"TEXAS",2018,28701845,2778.1,410.9,4.6,51.2,98.4,256.6,2367.2,410.8,1713.1,243.2,163628,1712764,"1,571,632",70186
"TEXAS",2014,26956958,3425.3,405.9,4.4,72.9,115.7,243.6,3019.4,627.8,2137.3,254.3,166043,1523057.2,"1,465,992",60056
"TEXAS",2013,26448193,3666.5,408.3,4.3,65.3,120.2,246.9,3258.2,721.8,2287.8,248.6,168280,1472103.5,"1,633,278",78457
"UTAH",2008,2736424,3579.2,221.8,1.4,32.6,51.9,135.8,3357.4,536.5,2557.9,262.9,NA,123483.3,"181,592",7719
"UTAH",2010,2763885,3392.3,212.7,1.9,34.3,45.9,130.6,3179.6,543.3,2421,215.2,6807,123330.1,"553,134",6987
"UTAH",2009,2784572,3488.1,212.7,1.3,32.5,46.6,132.3,3275.4,544.4,2483,247.9,6538,120791.6,"256,136",7830
"UTAH",2011,2817222,3168.1,195,1.9,30.3,38.4,124.4,2973.1,465.8,2287.8,219.5,6879,127060,"1,020,789",6965
"UTAH",2012,2855287,3197.6,205.8,1.8,33,38.5,132.5,2991.8,453.3,2328.4,210.1,6962,128721,"230,999",7042
"UTAH",2016,3051217,3194.3,242.8,2.4,86.4,50.5,140.1,2951.5,420.7,2223.2,307.7,6175,147414,"294,907",6832
"UTAH",2017,3101833,3019.1,238.9,2.4,54.7,47.3,134.5,2780.2,381,2092.1,307.2,6443,153129.1,"270,477",7196
"UTAH",2018,3161105,2610.6,233.1,1.9,55.5,39.1,136.6,2377.5,315.3,1817.7,244.5,6648,158799.7,"295,858",7235
"UTAH",2013,2900872,3174.4,224,1.7,83.3,42.8,130.4,2950.4,459.6,2233.4,257.3,7075,131901.8,"324,604",4776
"UTAH",2014,2942902,3094.1,215.6,2.3,81.5,44.6,119.4,2878.5,391.4,2239.1,248,7031,136081.5,"263,812",7018
"UTAH",2015,2995919,3216,236,1.8,91.5,44.3,135.1,2980,416.2,2273.2,290.6,6492,141703.3,"254,814",7157
"VERMONT",2008,621270,2674.4,135.9,2.7,20.4,14.3,98.3,2538.5,557.2,1887.1,94.2,NA,27437.2,"21,991",1299
"VERMONT",2009,621760,2532.8,131.4,1.1,19.9,17.9,92.5,2401.4,555.2,1774.2,72.1,2220,26996.6,"23,085",1419
"VERMONT",2017,623657,1602.5,165.8,2.2,35,14.8,113.8,1436.7,297.3,1108.3,31.1,1546,29406.6,"37,610",1506
"VERMONT",2016,624594,1855.7,158.3,2.2,48.4,17,110.6,1697.4,336.7,1315.6,45.1,1735,29362.9,"39,417",1612
"VERMONT",2010,625741,2412.5,130.2,1.1,21.1,11.8,96.2,2282.3,537.9,1673.9,70.5,2079,28111,"24,276",1516
"VERMONT",2012,626011,2541.3,142.6,1.3,19.3,17.9,104.2,2398.7,633.4,1695.8,69.5,2034,28887.4,"34,507",1677
"VERMONT",2015,626042,1524.6,118,1.6,41,16.1,78.6,1406.6,314.4,1063.8,28.4,1750,28906.5,"34,588",1448
"VERMONT",2018,626299,1455.1,172,1.6,45.8,11.2,113.4,1283.1,234.2,1008.5,40.4,1659,29750.3,"41,550",1815
"VERMONT",2011,626431,2444.2,135.2,1.3,19,13.6,101.4,2309,581.5,1647.7,79.7,2053,28733.3,"27,292",1503
"VERMONT",2014,626562,1623.7,99.3,1.6,33.4,11.2,68.9,1524.4,324.6,1160.8,38.9,1979,28521.8,"31,502",1489
"VERMONT",2013,626630,2335.3,121.1,1.6,35.2,11.6,87.1,2214.2,528.7,1632.2,53.3,2078,28498.6,"36,135",1575
"VIRGINIA",2008,7769089,2774,255.9,4.7,22.6,95.7,132.8,2518.1,411.8,1935.6,170.7,NA,425803.5,"278,974",23748
"VIRGINIA",2009,7882590,2655.6,226.8,4.4,19.2,79.4,123.9,2428.8,400.6,1883.4,144.9,38059,425583.3,"296,463",23395
"VIRGINIA",2010,8001024,2540.8,213.6,4.6,19.1,70.7,119.1,2327.2,382.8,1812.5,131.8,37638,437267.8,"320,783",23390
"VIRGINIA",2011,8096604,2446.3,196.7,3.7,19,67.1,106.9,2249.6,377.9,1751.6,120.1,38130,441608.8,"331,468",23443
"VIRGINIA",2012,8185867,2352.2,190.1,3.8,17.7,57.5,111.1,2162.1,360.5,1690.7,110.9,37044,444950,"448,754",23625
"VIRGINIA",2015,8382993,2062.1,195.6,4.6,45.7,53,110.2,1866.5,254.6,1515.2,96.8,38403,454952.9,"462,997",23934
"VIRGINIA",2016,8411808,2077,217.6,5.8,55.9,57.1,122.2,1859.4,238,1505.1,116.4,37813,456676.4,"528,369",17248
"VIRGINIA",2017,8470020,2001.1,208.2,5.3,33.8,51.1,117.9,1792.9,218,1454.7,120.1,37158,464792.9,"520,827",24025
"VIRGINIA",2018,8517685,1865.8,200,4.6,34.3,42.3,118.7,1665.8,182.8,1356.4,126.5,36660,477005.7,"476,760",24272
"VIRGINIA",2013,8260405,2262.1,196.2,3.8,46.5,55.3,109.7,2065.9,322.5,1640.1,103.3,36982,446559.7,"498,426",23766
"VIRGINIA",2014,8326289,2126.5,196.2,4.1,44.9,51.5,112.9,1930.3,277.7,1560.5,92.1,37544,445869.2,"419,764",23868
"WASHINGTON",2008,6549224,4089.6,331.2,2.9,40.1,96.9,191.2,3758.4,801.3,2524.6,432.6,NA,382380.5,"316,589",14980
"WASHINGTON",2009,6664195,3997.9,331,2.7,38.1,100.5,189.7,3666.9,792.2,2519.4,355.3,18233,372728.4,"336,732",14862
"WASHINGTON",2010,6724540,4020.4,313.8,2.3,38.1,88.2,185.3,3706.6,820.3,2503.7,382.6,18235,381253.4,"335,342",14555
"WASHINGTON",2011,6830038,3869.2,294.6,2.4,33.5,82.5,176.1,3574.6,827.7,2383.3,363.6,17847,387832.4,"394,410",14315
"WASHINGTON",2012,6897012,3954.2,295.6,3,31.8,83.3,177.5,3658.6,880.5,2395.3,382.8,17271,400863.3,"519,209",14212
"WASHINGTON",2017,7405743,3478.1,304.5,3.1,44,72.8,184.6,3173.6,590.4,2194.4,388.8,19656,483773.4,"579,678",15385
"WASHINGTON",2018,7535591,3257.7,311.5,3.1,45.3,73.9,189.1,2946.2,533.5,2045.4,367.3,19523,511672.4,"627,301",15873
"WASHINGTON",2014,7061530,3991.3,285.2,2.5,68.9,79.9,164.7,3706.1,783,2489.1,434,18120,425762.5,"482,115",14566
"WASHINGTON",2013,6971406,3999.4,289.1,2.3,62.7,83.5,166.4,3710.3,837,2465.9,407.4,17984,411140.6,"561,122",14609
"WASHINGTON",2015,7170351,3748.2,284.4,2.9,68.3,76,167.8,3463.8,711.2,2378,374.7,18284,444318.5,"502,280",14600
"WASHINGTON",2016,7288000,3796.3,302.2,2.7,73.2,77.5,179.7,3494.1,674.8,2376.3,443,19104,459754.3,"713,996",17176
"WEST VIRGINIA",2018,1805832,1775.5,289.9,3.7,36.1,31.7,218.5,1485.6,296.5,1049.6,139.5,6775,71481.4,"241,678",4538
"WEST VIRGINIA",2008,1814468,2842.4,273.8,3.3,20,49,201.5,2568.6,609.9,1782.2,176.6,NA,67888.3,"147,689",NA
"WEST VIRGINIA",2017,1815857,2202.7,350.7,4.7,43.8,28.9,273.4,1852,420.1,1266.6,165.3,7092,69903.9,"222,768",4689
"WEST VIRGINIA",2009,1819777,2823.2,296.5,4.6,23.8,50.4,217.7,2526.7,656.7,1719.4,150.6,6367,67564.9,"156,831",4460
"WEST VIRGINIA",2016,1831102,2405.3,358.1,4.4,61.5,39.3,278.5,2047.2,507.9,1402.3,137,7162,68901.2,"242,350",3328
"WEST VIRGINIA",2015,1844128,2357.9,337.9,3.8,59.2,41.2,256.4,2020,497.3,1401.3,121.4,7118,69761.1,"249,014",4708
"WEST VIRGINIA",2010,1852994,2554.2,314.6,3.3,19.1,44.7,247.5,2239.6,580.5,1531.7,127.4,6681,68443.6,"159,550",4415
"WEST VIRGINIA",2011,1855364,2589.8,315.9,4.3,20.9,49,241.6,2273.9,603.2,1549.2,121.5,6826,69658,"185,491",4417
"WEST VIRGINIA",2012,1855413,2681.2,316.3,3.9,22.7,45.2,244.6,2364.9,608.5,1637.3,119.1,7070,69399,"225,580",4475
"WEST VIRGINIA",2014,1850326,2336.7,302,4,42.7,35.2,235.5,2034.7,484.9,1447.3,102.5,6896,69874.1,"221,847",NA
"WEST VIRGINIA",2013,1854304,2404.2,300.3,3.3,59.8,35.1,226.7,2103.9,521.7,1478.9,103.3,6824,70158.7,"248,952",4496
"WISCONSIN",2008,5627967,3030.4,274,2.6,19.9,91.1,160.4,2756.4,488.3,2063.4,204.7,NA,264632.1,"186,819",18648
"WISCONSIN",2009,5654774,2865.2,257,2.5,19.6,85.8,149.1,2608.2,472.9,1977.4,157.8,23165,257142.6,"196,951",19156
"WISCONSIN",2010,5686986,2756.4,248.7,2.7,20.9,79.2,145.9,2507.7,467.1,1897.5,143.1,22729,264841.1,"194,797",19423
"WISCONSIN",2011,5711767,2669.6,236.9,2.4,20.4,78.2,135.9,2432.7,466.7,1821.9,144.1,22654,270372.5,"322,761",18968
"WISCONSIN",2012,5726398,2734.3,280.5,3,21.3,80.7,175.5,2453.8,488,1822.3,143.5,22600,274343.9,"469,375",18638
"WISCONSIN",2017,5795483,2128.2,319.9,3.2,36.9,75,204.8,1808.3,303.7,1341.3,163.4,23945,294657.1,"526,523",18406
"WISCONSIN",2018,5813568,1855.3,295.4,3,38.7,60,193.7,1559.9,242.5,1168.9,148.5,24064,301622.7,"452,520",18013
"WISCONSIN",2014,5757564,2378.6,290.3,2.9,49.4,88,170.4,2088.3,368.5,1547.6,172.3,22597,282078.9,"334,308",18244
"WISCONSIN",2013,5742713,2466.6,277.9,2.8,52,84.2,161.6,2188.7,424,1636,128.6,22471,276189.5,"434,688",17989
"WISCONSIN",2015,5771337,2279.8,305.8,4.2,52,90.7,180.1,1974,338.8,1444.8,190.3,22975,287164.3,"383,280",18474
"WISCONSIN",2016,5778708,2239.2,305.9,4,59.4,81.4,186.3,1933.3,336.1,1424.8,172.3,23377,290750.2,"561,819",18784
"WYOMING",2008,532668,2949.3,232,1.9,33.8,16.1,180.2,2717.3,410,2173.4,133.9,NA,42632.5,"49,255",2029
"WYOMING",2009,544270,2865.5,228.2,2.4,33.8,14.1,177.9,2637.3,409.7,2085.9,141.7,2075,41385.4,"51,395",2072
"WYOMING",2010,563626,2657.5,195.9,1.4,29.1,13.5,151.9,2461.6,381.3,1975.4,104.9,2112,39801.4,"47,709",1962
"WYOMING",2011,568158,2485.7,219.3,3.2,25.7,12.5,177.9,2266.4,327.9,1846.8,91.7,2183,39395.5,"52,224",2207
"WYOMING",2012,576412,2495.2,201.4,2.4,26.7,10.6,161.7,2293.8,368.7,1823.9,101.3,2204,38431.7,"63,356",2074
"WYOMING",2018,577737,1997.3,212.2,2.3,42.1,17.3,150.6,1785.1,264,1375.9,145.2,2543,38040,"60,150",2323
"WYOMING",2017,579315,2067.9,237.5,2.6,45.4,13.1,176.4,1830.4,275,1421,134.5,2473,37997.1,"54,711",2025
"WYOMING",2013,582658,2403.5,205.1,2.9,56.8,12.9,157.2,2198.4,335.5,1763.6,99.2,2310,38503.9,"70,671",2291
"WYOMING",2016,585501,2201.5,244.2,3.4,60.6,10.1,195.7,1957.3,302.5,1518.2,136.6,2374,38052.9,"63,594",1872
"WYOMING",2015,586107,2124.7,222.1,2.7,50.8,10.1,179.8,1902.6,300.6,1500.9,101,2424,39723,"62,339",1897
"WYOMING",2014,584153,2160.2,195.5,2.7,51.4,9.1,153.9,1964.7,289.1,1572.4,103.2,2383,38717.6,"63,063",1956
"ILLINOIS",2008,12901563,3458,525.4,6.1,31.9,186.4,300.9,2932.6,612.1,2068.1,252.5,NA,699429.5,"615,941",52561
"ILLINOIS",2009,12910409,3234.1,497.2,6,30.2,177.6,283.4,2736.9,603,1927.3,206.6,45161,682965.6,"752,071",50833
"NEW MEXICO",2016,2081015,4639.6,702.5,6.7,127,131.5,491,3937.1,830.4,2542.4,564.3,7055,91268.3,"161,216",4252
"NORTH CAROLINA",2016,10146788,3109.7,372.2,6.7,48.7,92,245.5,2737.5,710.4,1876.2,150.8,35697,475339,"601,445",29810
"OKLAHOMA",2016,3923561,3432.7,449.8,6.2,90.5,80.6,311,2982.9,741.7,1931.4,309.8,29916,190109.7,"364,590",13614
"SOUTH DAKOTA",2016,865454,2399,418.4,3.1,102.6,31.4,325,1980.6,346.6,1460.4,173.6,3831,45685.5,"111,921",1956
